hostname;mainIp;cpu;ram;hd
SPT157250;SPT157250;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;931.37 GB
SPT157251;SPT157251;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;1169.71 GB
SPT157255;SPT157255;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;1169.71 GB
SPT157256;SPT157256;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;238.34 GB
SPT157257;SPT157257;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;931.37 GB
SPT157258;SPT157258;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;931.37 GB
SPT157260;SPT157260;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;1169.22 GB
SPT157262;SPT157262;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;931.37 GB
SPT157263;SPT157263;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;238.34 GB
spt157264;spt157264;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;476.82 GB
SPT157265;SPT157265;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;476.81 GB
SPT157268;SPT157268;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;931.37 GB
SPT157271;SPT157271;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;238.36 GB
SPT157272;SPT157272;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;931.37 GB
SPT157273;SPT157273;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;931.37 GB
SPT157274;SPT157274;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;N/A;704.11 GB
SPT157275;SPT157275;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;1169.71 GB
SPT157277;SPT157277;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;931.37 GB
SPT157279;SPT157279;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;931.37 GB
SPT157281;SPT157281;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;931.37 GB
SPT157282;SPT157282;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;931.37 GB
SPT157284;SPT157284;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;931.37 GB
spt157286;spt157286;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;224.57 GB
SPT157287;SPT157287;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;223.44 GB
SPT157288;SPT157288;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;1169.71 GB
SPT157289;SPT157289;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;475.90 GB
SPT157290;SPT157290;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;476.80 GB
SPT157291;SPT157291;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;931.37 GB
SPT157293;SPT157293;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;1154.25 GB
SPT157298;SPT157298;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;1165.97 GB
SPT157299;SPT157299;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;1169.71 GB
SPT157300;SPT157300;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;931.37 GB
SPT157301;SPT157301;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;238.34 GB
SPT157302;SPT157302;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;1493.71 GB
spt157306;spt157306;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;238.33 GB
SPT157307;SPT157307;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;931.37 GB
SPT157309;SPT157309;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;931.37 GB
SPT157310;SPT157310;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;476.81 GB
SPT157312;SPT157312;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;465.63 GB
SPT157313;SPT157313;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;1169.71 GB
SPT157314;SPT157314;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;1169.71 GB
SPT157315;SPT157315;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;237.60 GB
SPT157316;SPT157316;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;1154.81 GB
SPT157317;SPT157317;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;1169.71 GB
SPT157318;SPT157318;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;931.37 GB
SPT157319;SPT157319;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;931.37 GB
SPT157321;SPT157321;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;1169.71 GB
SPT157322;SPT157322;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;1397.00 GB
SPT157325;SPT157325;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;238.34 GB
SPT157326;SPT157326;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;238.34 GB
SPT157329;SPT157329;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;931.37 GB
SPT157331;SPT157331;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;931.37 GB
SPT157332;SPT157332;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;931.37 GB
SPT157333;SPT157333;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;931.37 GB
SPT157335;SPT157335;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;931.37 GB
SPT157336;SPT157336;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;223.44 GB
SPT157339;SPT157339;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;223.44 GB
SPT157341;SPT157341;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;N/A;1169.70 GB
SPT157342;SPT157342;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;931.37 GB
SPT157343;SPT157343;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;238.34 GB
SPT157344;SPT157344;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;1169.71 GB
SPT157346;SPT157346;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;1169.71 GB
SPT157348;SPT157348;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;446.53 GB
SPT157349;SPT157349;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;238.36 GB
SPT157350;SPT157350;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;931.37 GB
SPT157351;SPT157351;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;1154.81 GB
SPT157353;SPT157353;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;1154.81 GB
SPT157354;SPT157354;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;1169.71 GB
SPT157355;SPT157355;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;1169.71 GB
SPT157360;SPT157360;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;1169.70 GB
SPT157361;SPT157361;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;465.63 GB
SPT157363;SPT157363;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;238.34 GB
SPT157364;SPT157364;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;238.34 GB
spt157365;spt157365;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;1169.39 GB
SPT157366;SPT157366;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;237.87 GB
SPT157373;SPT157373;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;1169.71 GB
SPT157374;SPT157374;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;238.35 GB
SPT157375;SPT157375;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;984.94 GB
SPT157377;SPT157377;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;1169.71 GB
SPT157379;SPT157379;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;931.37 GB
SPT157380;SPT157380;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;238.33 GB
SPT157381;SPT157381;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;1154.72 GB
SPT157382;SPT157382;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;447.11 GB
SPT157384;SPT157384;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;1169.71 GB
SPT157386;SPT157386;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;931.37 GB
SPT157389;SPT157389;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;704.12 GB
SPT157390;SPT157390;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;1169.87 GB
SPT157393;SPT157393;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;1634.27 GB
SPT157398;SPT157398;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;1397.01 GB
SPT157400;SPT157400;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;1169.86 GB
SPT157402;SPT157402;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;1169.76 GB
SPT157408;SPT157408;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;1169.86 GB
SPT157410;SPT157410;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;237.86 GB
SPT157412;SPT157412;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;N/A;1169.76 GB
SPT157414;SPT157414;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;238.33 GB
SPT157415;SPT157415;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;931.37 GB
SPT157416;SPT157416;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;1169.76 GB
SPT157417;SPT157417;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;N/A;1169.76 GB
SPT157418;SPT157418;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;1169.71 GB
SPT157419;SPT157419;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;1169.85 GB
SPT157420;SPT157420;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;1169.76 GB
SPT157421;SPT157421;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;1168.62 GB
SPT157426;SPT157426;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;N/A;476.02 GB
SPT157427;SPT157427;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;1154.80 GB
SPT157428;SPT157428;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;238.36 GB
SPT157429;SPT157429;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;1154.81 GB
SPT157431;SPT157431;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;1154.72 GB
SPT157432;SPT157432;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;223.43 GB
SPT157433;SPT157433;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;1168.62 GB
SPT157434;SPT157434;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;931.37 GB
SPT157436;SPT157436;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;1169.86 GB
SPT157437;SPT157437;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;1169.86 GB
SPT157438;SPT157438;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;1168.62 GB
SPT157441;SPT157441;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;1169.71 GB
SPT157442;SPT157442;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;931.37 GB
SPT157443;SPT157443;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;1169.71 GB
SPT157444;SPT157444;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;238.34 GB
SPT157445;SPT157445;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;704.01 GB
SPT157446;SPT157446;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;1169.70 GB
SPT157447;SPT157447;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;1169.71 GB
SPT157448;SPT157448;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;931.37 GB
SPT157449;SPT157449;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;238.36 GB
SPT157450;SPT157450;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;1169.71 GB
SPT157451;SPT157451;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;931.37 GB
SPT157452;SPT157452;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;1169.73 GB
SPT157453;SPT157453;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;238.34 GB
SPT157454;SPT157454;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;1169.71 GB
SPT157455;SPT157455;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;1169.70 GB
SPT157457;SPT157457;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;1169.71 GB
SPT157458;SPT157458;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;1169.72 GB
SPT157459;SPT157459;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;238.34 GB
spt157462;spt157462;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;1184.16 GB
spt157463;spt157463;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;1169.73 GB
SPT157464;SPT157464;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;1169.71 GB
SPT157465;SPT157465;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;238.36 GB
SPT157466;SPT157466;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;1169.76 GB
SPT157467;SPT157467;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;1397.11 GB
SPT157469;SPT157469;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;238.34 GB
SPT157471;SPT157471;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;1169.70 GB
SPT157473;SPT157473;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;N/A;465.64 GB
SPT157474;SPT157474;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;238.34 GB
SPT157477;SPT157477;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;1169.71 GB
SPT157478;SPT157478;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;223.44 GB
SPT157479;SPT157479;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;931.37 GB
SPT157480;SPT157480;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;1169.71 GB
SPT157482;SPT157482;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;238.34 GB
SPT157484;SPT157484;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;238.36 GB
SPT157486;SPT157486;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;1169.71 GB
SPT157487;SPT157487;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;238.36 GB
SPT157488;SPT157488;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;238.36 GB
spt157489;spt157489;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;238.35 GB
SPT157490;SPT157490;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;1169.86 GB
SPT157492;SPT157492;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;238.35 GB
SPT157493;SPT157493;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;1169.86 GB
SPT157494;SPT157494;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;1168.51 GB
SPT157495;SPT157495;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;1169.73 GB
SPT157498;SPT157498;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;1169.71 GB
SPT157499;SPT157499;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;1168.62 GB
SPT157500;SPT157500;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;1169.71 GB
SPT157502;SPT157502;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;1169.86 GB
SPT157503;SPT157503;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;1169.86 GB
SPT157507;SPT157507;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;931.39 GB
SPT157510;SPT157510;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;1169.72 GB
SPT157514;SPT157514;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;1167.86 GB
SPT157516;SPT157516;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;1397.11 GB
SPT157518;SPT157518;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;1169.86 GB
SPT157521;SPT157521;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;1168.51 GB
SPT157522;SPT157522;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;1168.62 GB
SPT157523;SPT157523;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;931.37 GB
SPT157524;SPT157524;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;1166.54 GB
SPT157528;SPT157528;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;931.37 GB
SPT157529;SPT157529;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;N/A;223.43 GB
SPT157532;SPT157532;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;1168.62 GB
SPT157533;SPT157533;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;1168.61 GB
SPT157536;SPT157536;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;1169.87 GB
SPT157538;SPT157538;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;238.34 GB
SPT157539;SPT157539;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;N/A;238.34 GB
SPT157541;SPT157541;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;894.11 GB
SPT157546;SPT157546;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;1169.71 GB
SPT157553;SPT157553;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;1169.85 GB
SPT157555;SPT157555;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;238.35 GB
SPT157556;SPT157556;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;1169.86 GB
SPT157557;SPT157557;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;238.35 GB
SPT157558;SPT157558;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;1168.51 GB
SPT157559;SPT157559;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;1169.86 GB
SPT157560;SPT157560;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;1154.85 GB
SPT157562;SPT157562;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;1168.62 GB
SPT157565;SPT157565;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;931.37 GB
SPT157566;SPT157566;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;1169.71 GB
SPT157567;SPT157567;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;238.34 GB
SPT157568;SPT157568;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;238.34 GB
SPT157569;SPT157569;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;931.37 GB
SPT157571;SPT157571;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;1169.86 GB
spt157573;spt157573;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;1154.83 GB
spt157576;spt157576;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;1169.74 GB
SPT157577;SPT157577;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;1169.70 GB
SPT157578;SPT157578;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;223.45 GB
SPT157579;SPT157579;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;476.81 GB
SPT157580;SPT157580;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;1169.71 GB
SPT157582;SPT157582;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;476.81 GB
SPT157583;SPT157583;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;931.37 GB
SPT157584;SPT157584;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;238.34 GB
SPT157585;SPT157585;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;1397.01 GB
SPT157589;SPT157589;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;1154.81 GB
SPT157590;SPT157590;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;1169.86 GB
SPT157591;SPT157591;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;1154.80 GB
SPT157594;SPT157594;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;237.53 GB
SPT157595;SPT157595;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;1154.32 GB
SPT157597;SPT157597;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;931.37 GB
SPT157599;SPT157599;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;1169.71 GB
spt157600;spt157600;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;1169.82 GB
SPT157601;SPT157601;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;931.37 GB
SPT157605;SPT157605;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;N/A;1154.80 GB
SPT157606;SPT157606;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;238.33 GB
SPT157607;SPT157607;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;N/A;238.34 GB
SPT157609;SPT157609;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;238.36 GB
SPT157610;SPT157610;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;238.34 GB
SPT157611;SPT157611;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;238.34 GB
SPT157612;SPT157612;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;238.34 GB
SPT157613;SPT157613;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;1154.80 GB
SPT157614;SPT157614;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;1169.71 GB
SPT157615;SPT157615;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;N/A;223.43 GB
SPT157616;SPT157616;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;238.86 GB
SPT157618;SPT157618;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;1169.71 GB
SPT157621;SPT157621;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;238.34 GB
SPT157625;SPT157625;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;475.97 GB
SPT157627;SPT157627;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;1154.86 GB
SPT157629;SPT157629;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;1169.71 GB
SPT157631;SPT157631;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;465.63 GB
SPT157632;SPT157632;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;1168.50 GB
spt157633;spt157633;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;1169.29 GB
SPT157634;SPT157634;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;1169.71 GB
SPT157639;SPT157639;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;931.37 GB
SPT157642;SPT157642;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;N/A;238.34 GB
SPT157645;SPT157645;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;223.46 GB
spt157647;spt157647;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;1153.46 GB
SPT157648;SPT157648;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;223.43 GB
SPT157651;SPT157651;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;1169.71 GB
SPT157656;SPT157656;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;238.35 GB
SPT157657;SPT157657;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;1169.86 GB
SPT157658;SPT157658;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;1169.71 GB
SPT157662;SPT157662;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;1168.62 GB
SPT157665;SPT157665;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;1154.80 GB
SPT157666;SPT157666;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;931.37 GB
